split,video,frame,candidate,source,sha256
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,O2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda3/c227e33d-910e-4e39-a325-0fe1d1116436_f0008/selected.pt,ca7954ebef06d9f6e1cb17af696ed9d04c58cc74ea1b1a186c3d7610a121b135
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,Z,fixed_zero,
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,E,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_2_oracle_residual_codec/results_v1/train2_full_CODED_l3/c227e33d-910e-4e39-a325-0fe1d1116436.orc,39d7592156938ae62265ea46dba99d01fc63cb13dc6872ada81d8a369347402c
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,O1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_4_rate_gap_diagnosis/results_v1/optimizations/adaptive_lambda1/c227e33d-910e-4e39-a325-0fe1d1116436_f0009/selected.pt,b31f864a85b7ca8950f551c53faa58c2f7e03b83de1debccdde2d5f062569ce3
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,O2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/Bfull_lambda3/c227e33d-910e-4e39-a325-0fe1d1116436_f0009/selected.pt,eb108542198c2fd1212374171f342c97e90b91b99532d94d6ee2b4d450c3a5bf
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,Z,fixed_zero,
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,E,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_2_oracle_residual_codec/results_v1/train2_full_CODED_l3/c227e33d-910e-4e39-a325-0fe1d1116436.orc,39d7592156938ae62265ea46dba99d01fc63cb13dc6872ada81d8a369347402c
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,O1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_4_rate_gap_diagnosis/results_v1/optimizations/adaptive_lambda1/c227e33d-910e-4e39-a325-0fe1d1116436_f0010/selected.pt,217089ae07ac0f4973ff3a161afa9e8c928e0a98e37e061f29c7fbc78bad3134
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,O2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/Bfull_lambda3/c227e33d-910e-4e39-a325-0fe1d1116436_f0010/selected.pt,f2fa8921857e656b3c2bc22e68b75681f29ec4fe410404796825f6b16067591a
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,Z,fixed_zero,
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,E,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_2_oracle_residual_codec/results_v1/train2_full_CODED_l3/c227e33d-910e-4e39-a325-0fe1d1116436.orc,39d7592156938ae62265ea46dba99d01fc63cb13dc6872ada81d8a369347402c
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,O1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_4_rate_gap_diagnosis/results_v1/optimizations/adaptive_lambda1/c227e33d-910e-4e39-a325-0fe1d1116436_f0011/selected.pt,9c502c5f4f6a5ece002583f7a4c945b7bc3471393cfad8fd4f8eb46a59620135
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,O2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/Bfull_lambda3/c227e33d-910e-4e39-a325-0fe1d1116436_f0011/selected.pt,f3898e2216914fe8422b003a06c1ef1c5f8a50e9b1958c6f786fda8f4e1d1c98
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,Z,fixed_zero,
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,E,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_2_oracle_residual_codec/results_v1/train2_full_CODED_l3/c227e33d-910e-4e39-a325-0fe1d1116436.orc,39d7592156938ae62265ea46dba99d01fc63cb13dc6872ada81d8a369347402c
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,O1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_4_rate_gap_diagnosis/results_v1/optimizations/adaptive_lambda1/c227e33d-910e-4e39-a325-0fe1d1116436_f0012/selected.pt,e956b9389aaebe5a8d33a0a48a875efb302d8c9f46efa908c4b884fdcc47b5cc
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,O2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/Bfull_lambda3/c227e33d-910e-4e39-a325-0fe1d1116436_f0012/selected.pt,58c91932389dbdf7281280589d8ee539f8942105f69d67286b68db245a16dbd6
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,Z,fixed_zero,
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,E,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_2_oracle_residual_codec/results_v1/train2_full_CODED_l3/c227e33d-910e-4e39-a325-0fe1d1116436.orc,39d7592156938ae62265ea46dba99d01fc63cb13dc6872ada81d8a369347402c
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,O1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_4_rate_gap_diagnosis/results_v1/optimizations/adaptive_lambda1/c227e33d-910e-4e39-a325-0fe1d1116436_f0013/selected.pt,f46dcb60d53c8b6581f0dadd9d72b65ce4750bf0c7045fc2fd263c643db93b07
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,O2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/Bfull_lambda3/c227e33d-910e-4e39-a325-0fe1d1116436_f0013/selected.pt,8c38dcc46a157072b1a1901bd9da2a9ed475c7931f7bd1220ce5f30d0f90d088
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,Z,fixed_zero,
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,E,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_2_oracle_residual_codec/results_v1/train2_full_CODED_l3/c227e33d-910e-4e39-a325-0fe1d1116436.orc,39d7592156938ae62265ea46dba99d01fc63cb13dc6872ada81d8a369347402c
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,O1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_4_rate_gap_diagnosis/results_v1/optimizations/adaptive_lambda1/c227e33d-910e-4e39-a325-0fe1d1116436_f0014/selected.pt,1dfc79cb89a48a41faa1ca4cbac9919186343b22aaf231e9ac9725fbe29c2d6e
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,O2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/Bfull_lambda3/c227e33d-910e-4e39-a325-0fe1d1116436_f0014/selected.pt,c4340f595495ba05fb9640dfcf661250af9c442cfc081986a88fb5a4ef47ec97
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,Z,fixed_zero,
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,E,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_2_oracle_residual_codec/results_v1/train2_full_CODED_l3/c227e33d-910e-4e39-a325-0fe1d1116436.orc,39d7592156938ae62265ea46dba99d01fc63cb13dc6872ada81d8a369347402c
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,O1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_4_rate_gap_diagnosis/results_v1/optimizations/adaptive_lambda1/c227e33d-910e-4e39-a325-0fe1d1116436_f0015/selected.pt,2bcf68fa2c0046d999d623101b10b81adf68e0cd79e7d6993b2a86ba5c328efb
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,O2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda3/c227e33d-910e-4e39-a325-0fe1d1116436_f0015/selected.pt,9bd7c2877c55f89d4ea8bdda734324018b4102dea82395f6cbdc5fdaaaba6a72
